,bbox,id,maxDate,minDate,title,timePeriodsRange,area
1324,"47.0, 30.0, 48.0, 31.0",basra-1,750,632,Baṣra,"632.0,750.0",
1325,"47.0, 30.0, 48.0, 31.0",al-basra,2000,-1200,al-Baṣra,"-1200.0,2000.0",
1328,"48.0, 31.0, 49.0, 32.0",bet-huzai,640,300,Bet Huzai,"300.0,640.0",
1329,"46.0, 31.0, 47.0, 32.0",Chaldaici-L,300,-30,Chaldaici L.,"-30.0,300.0",
1333,"48.0, 29.0, 49.0, 30.0",dilmun,-330,-750,Dilmun,"-750.0,-330.0",
1334,"48.0, 29.0, 49.0, 30.0",telmun,-330,-750,Telmun,"-750.0,-330.0",
1335,"48.0, 29.0, 49.0, 30.0",name.2018-01-16.4434864487,-330,-720,Tilmun,"-720.0,-330.0",
1336,"48.0, 29.0, 49.0, 30.0",e-kara,-550,-750,E-kara,"-750.0,-550.0",
1337,"48.0, 29.0, 49.0, 30.0",icarus,300,-550,Icarus,"-550.0,300.0",
1338,"49.0, 31.0, 50.0, 32.0",name.2018-01-09.9092119766,-540,-2000,Elamtu,"-2000.0,-540.0",
1339,"49.0, 31.0, 50.0, 32.0",name.2018-01-09.1995596309,-540,-720,Elammat,"-720.0,-540.0",
1340,"49.0, 31.0, 50.0, 32.0",elam,640,-750,Elam,"-750.0,640.0",
1341,"48.0, 32.0, 49.0, 33.0",elymais,640,-30,Elymais,"-30.0,640.0",
1342,"48.0, 32.0, 49.0, 33.0",susiana,640,-30,Susiana,"-30.0,640.0",
1345,"45.891214, 30.0, 47.0, 31.0",eridu-ganub-1,-540,-2000,Eridu Ǧanūb,"-2000.0,-540.0",
1350,"45.891214, 30.0, 47.0, 31.0",eridu-1,-540,-6200,Eridu,"-6200.0,-540.0",
1353,"45.891214, 30.0, 47.0, 31.0",abu-sahrain,-650,-2000,Abu Šahrain,"-2000.0,-650.0",
1356,"45.891214, 30.0, 47.0, 31.0",tall-abi-sahrain,-650,-2000,Tall Abī Šahrain,"-2000.0,-650.0",
1357,"44.0, 31.0, 45.0, 32.0",euphrates,640,-550,Euphrates,"-550.0,640.0",
1358,"44.0, 31.0, 45.0, 32.0",arahtu,-330,-2335,Arahtu,"-2335.0,-330.0",
1359,"44.0, 31.0, 45.0, 32.0",buranun,300,-750,Buranun,"-750.0,300.0",
1360,"44.0, 31.0, 45.0, 32.0",purattu,-30,-750,Purattu,"-750.0,-30.0",
1363,"44.0, 31.0, 45.0, 32.0",purattu-1,-540,-1600,Purattu,"-1600.0,-540.0",
1365,"44.0, 31.0, 47.441944, 32.0",al-furat-1,2000,-18000,al Furāt,"-18000.0,2000.0",
1367,"44.0, 31.0, 47.441944, 32.0",firat-nehri,2000,-1450,Firat Nehri,"-1450.0,2000.0",
1368,"44.0, 31.0, 47.441944, 32.0",euphrates-1,2000,300,Euphrates,"300.0,2000.0",
1369,"44.0, 31.0, 45.0, 32.0",omma,640,300,Omma,"300.0,640.0",
1370,"44.0, 31.0, 47.441944, 32.0",nahr-al-furat,2000,-330,Nahr al-Furāt,"-330.0,2000.0",
1371,"44.0, 31.0, 47.441944, 32.0",f131rat,2000,-1750,Fırat,"-1750.0,2000.0",
1373,"44.0, 31.0, 47.441944, 32.0",euphrat,2000,-18000,Euphrat,"-18000.0,2000.0",
1374,"44.0, 31.0, 47.441944, 32.0",euphrates-2,2000,-1750,Euphratēs,"-1750.0,2000.0",
1376,"44.0, 31.0, 45.0, 32.0",eprat,1500,300,Eprat,"300.0,1500.0",
1378,"44.0, 31.0, 45.0, 32.0",name.2018-01-09.7886075371,-540,-720,Gattu,"-720.0,-540.0",
1381,"48.0, 31.0, 49.0, 32.0",hurmizd-ardashir,640,-30,Hurmizd Ardashir,"-30.0,640.0",
1382,"48.0, 31.0, 49.0, 32.0",suq-al-ahwaz,640,-30,Suq al-Ahwaz,"-30.0,640.0",
1384,"48.0, 31.0, 49.0, 32.0",suq-al-ahwaz-1,650,284,Sūq al-Ahwāz,"284.0,650.0",
1385,"48.0, 31.0, 49.0, 32.0",ahvaz,2000,-540,Ahvāz,"-540.0,2000.0",
1387,"48.0, 31.0, 49.0, 32.0",al-ahwaz,1500,-1200,al-Ahwāz,"-1200.0,1500.0",
1388,"48.0, 31.0, 49.0, 32.0",hormizd-ardasir,640,300,Hormizd Ardašīr,"300.0,640.0",
1389,"48.0, 31.0, 49.0, 32.0",ohurmazd-artahser-fas,650,500,Ohurmazd-Artaḫšēr,"500.0,650.0",
1390,"48.0, 31.0, 49.0, 32.0",ohurmazd-artahser-xmn,650,500,Ohurmazd-Artaḫšēr,"500.0,650.0",
1391,"48.0, 31.0, 49.0, 32.0",ohurmazd-artahser,640,284,Ohurmazd-Artaḫšēr,"284.0,640.0",
1392,"45.0, 31.0, 46.0, 32.0",isin,-330,-750,Isin,"-750.0,-330.0",
1397,"47.561886, 30.719479, 47.563722, 30.899206",alexandria,300,-330,Alexandria,"-330.0,300.0",
1398,"47.561886, 30.719479, 47.563722, 30.899206",antiochia,300,-330,Antiochia,"-330.0,300.0",
1399,"47.561886, 30.719479, 47.563722, 30.899206",spasinou-charax,640,-30,Spasinou Charax,"-30.0,640.0",
1400,"47.561886, 30.719479, 47.563722, 30.899206",karkh-maisan,640,-30,Karkh Maisan,"-30.0,640.0",
1401,"47.561886, 30.719479, 47.563722, 30.899206",astarabad-ardashir,640,-30,Astarabad Ardashir,"-30.0,640.0",
1402,"47.0, 30.0, 48.0, 31.0",charax-spasinu,300,-30,Charax Spasinu,"-30.0,300.0",
1403,"48.516471, 32.277313, 48.518906, 32.283618",jundishapur,640,-30,Jundishapur,"-30.0,640.0",
1404,"48.516471, 32.277313, 48.518906, 32.283618",veh-andiyok-shapur,640,-30,Veh-Andiyok-Shapur,"-30.0,640.0",
1405,"48.516471, 32.277313, 48.518906, 32.283618",beth-lapat,640,-30,Beth Lapat,"-30.0,640.0",
1406,"48.516471, 32.277313, 48.518906, 32.283618",bendosaboron,640,-30,Bendosaboron,"-30.0,640.0",
1412,"46.0, 32.0, 47.0, 33.0",kashkar,640,-30,Kashkar,"-30.0,640.0",
1413,"46.0, 32.0, 47.0, 33.0",kaskar,640,-30,Kaskar,"-30.0,640.0",
1415,"45.0, 31.0, 46.0, 32.0",larsa,300,-750,Larsa,"-750.0,300.0",
1416,"45.0, 31.0, 46.0, 32.0",senkere,-650,-2000,Senkere,"-2000.0,-650.0",
1418,"45.853611, 31.285833, 45.853611, 31.285833",larsa-akk,-140,-6200,Larsa,"-6200.0,-140.0",
1419,"45.853611, 31.285833, 45.853611, 31.285833",larsa-asyr,-140,-6200,Larsa,"-6200.0,-140.0",
1421,"45.853611, 31.285833, 45.853611, 31.285833",as-sankara,-540,-6200,as-Sankara,"-6200.0,-540.0",
1422,"47.0, 30.0, 48.0, 31.0",forat,640,-30,Forat,"-30.0,640.0",
1423,"47.0, 30.0, 48.0, 31.0",perat-de-meshan,640,-30,Perat de Meshan,"-30.0,640.0",
1424,"47.0, 30.0, 48.0, 31.0",bahman-ardashir,640,-30,Bahman Ardashir,"-30.0,640.0",
1425,"47.0, 30.0, 48.0, 31.0",oratha,640,-30,Oratha,"-30.0,640.0",
1426,"47.0, 30.0, 48.0, 31.0",furat-al-basra,640,300,Furat al-Basra,"300.0,640.0",
1428,"45.0, 31.0, 46.0, 32.0",mat-tamti,-330,-750,Mat Tamti,"-750.0,-330.0",
1429,"46.0, 31.0, 47.0, 32.0",mesene,640,-30,Mesene,"-30.0,640.0",
1430,"46.0, 31.0, 47.0, 32.0",characene,640,-30,Characene,"-30.0,640.0",
1431,"46.0, 31.0, 47.0, 32.0",shad-bahman,640,-30,Shad Bahman,"-30.0,640.0",
1432,"46.0, 31.0, 47.0, 32.0",maisan,640,-30,Maisan,"-30.0,640.0",
1433,"45.0, 31.0, 46.0, 32.0",nar-kute,-330,-750,Nar-Kute,"-750.0,-330.0",
1435,"45.230833, 32.126944, 45.230833, 32.126944",nippur,300,-750,Nippur,"-750.0,300.0",
1436,"45.230833, 32.126944, 45.230833, 32.126944",nufar,640,-30,Nufar,"-30.0,640.0",
1437,"45.230833, 32.126944, 45.230833, 32.126944",hippareni,300,-30,Hippareni,"-30.0,300.0",
1438,"45.0, 32.0, 46.0, 33.0",niffar,750,632,Niffar,"632.0,750.0",
1439,"45.0, 32.0, 46.0, 33.0",niffar-1,750,632,Niffār,"632.0,750.0",
1443,"45.0, 32.0, 46.0, 33.0",nuffar,-540,-18000,Nuffar,"-18000.0,-540.0",
1444,"45.0, 32.0, 46.0, 33.0",nippur-akk,226,-6200,Nippur,"-6200.0,226.0",
1445,"45.0, 32.0, 46.0, 33.0",nippur-asyr,226,-6200,Nippur,"-6200.0,226.0",
1446,"45.230833, 32.126944, 45.230833, 32.126944",name.2018-01-16.9650027309,-100,-3000,Duranki,"-3000.0,-100.0",
1447,"45.230833, 32.126944, 45.230833, 32.126944",name.2018-01-19.5637412758,-540,-2000,Uzumua,"-2000.0,-540.0",
1450,"47.0, 30.0, 48.0, 31.0",pasitigris,300,-330,Pasitigris,"-330.0,300.0",
1455,"46.0, 32.0, 47.0, 33.0",sella,640,-330,Sella,"-330.0,640.0",
1456,"46.0, 32.0, 47.0, 33.0",silhu,640,-330,Silhu,"-330.0,640.0",
1457,"46.0, 32.0, 47.0, 33.0",seleia,640,-330,Seleia,"-330.0,640.0",
1461,"48.249669, 32.188369, 48.257788, 32.189218",shushan,640,-750,Shushan,"-750.0,640.0",
1462,"48.249669, 32.188369, 48.257788, 32.189218",shusha,640,-750,Shusha,"-750.0,640.0",
1466,"48.249669, 32.188369, 48.257788, 32.189218",sousa,640,-540,Sousa,"-540.0,640.0",
1467,"48.249669, 32.188369, 48.257788, 32.189218",swsn,-330,-540,šwšn,"-540.0,-330.0",
1470,"48.249669, 32.188369, 48.257788, 32.189218",cusa,-330,-540,Çušā,"-540.0,-330.0",
1471,"48.249669, 32.188369, 48.257788, 32.189218",seleukeia-pros-to-eulaio,-140,-330,Seleukeia pros tō Eulaiō,"-330.0,-140.0",
1472,"48.249669, 32.188369, 48.257788, 32.189218",iranhurra-sabur,337,284,Īrānḫurra-Sābūr,"284.0,337.0",
1476,"48.249669, 32.188369, 48.257788, 32.189218",susan,-540,-720,Šušan,"-720.0,-540.0",
1477,"48.249669, 32.188369, 48.257788, 32.189218",seleukeia,-140,-330,Seleukeia,"-330.0,-140.0",
1478,"48.249669, 32.188369, 48.257788, 32.189218",as-sus,1186,-1200,as-Sūs,"-1200.0,1186.0",
1479,"48.249669, 32.188369, 48.257788, 32.189218",sus,940,-1200,Sūs,"-1200.0,940.0",
1480,"48.249669, 32.188369, 48.257788, 32.189218",eran-huarrah-sahpuhr,337,284,Ērān-ḫuarrah-Šāhpuhr,"284.0,337.0",
1481,"48.249669, 32.188369, 48.257788, 32.189218",susa-2,-650,-2000,Šuša,"-2000.0,-650.0",
1482,"48.249669, 32.188369, 48.257788, 32.189218",sus-1,-650,-2000,Šuš,"-2000.0,-650.0",
1483,"48.249669, 32.188369, 48.257788, 32.189218",sus-2,640,284,Šūs,"284.0,640.0",
1485,"48.249669, 32.188369, 48.257788, 32.189218",sus-arb,2000,-6200,Šūš,"-6200.0,2000.0",
1486,"48.249669, 32.188369, 48.257788, 32.189218",sus-fas,2000,-6200,Šūš,"-6200.0,2000.0",
1487,"48.0, 32.0, 49.0, 33.0",sostrate,640,-30,Sostrate,"-30.0,640.0",
1488,"48.0, 32.0, 49.0, 33.0",shushtar,640,-30,Shushtar,"-30.0,640.0",
1489,"48.0, 32.0, 49.0, 33.0",tustar,1200,284,Tustar,"284.0,1200.0",
1491,"48.0, 32.0, 49.0, 33.0",tostar,1501,-1200,Tostar,"-1200.0,1501.0",
1492,"48.0, 32.0, 49.0, 33.0",sostar,650,500,Sōstar,"500.0,650.0",
1493,"48.0, 32.0, 49.0, 33.0",sostar-1,640,284,Šōstar,"284.0,640.0",
1494,"48.0, 32.0, 49.0, 33.0",sostrate-1,226,-30,Sōstrate,"-30.0,226.0",
1495,"48.0, 32.0, 49.0, 33.0",sustar,2000,-3200,Šūštar,"-3200.0,2000.0",
1496,"48.0, 32.0, 49.0, 33.0",sustar-1,2000,-2000,Šuštar,"-2000.0,2000.0",
1497,"48.0, 32.0, 49.0, 33.0",suster,640,300,Šušter,"300.0,640.0",
1503,"6.0, 35.0, 7.0, 36.0",lambiridi,640,-30,Lamsorti,"-30.0,640.0",
1712,"15.0, 31.0, 16.0, 32.0",aspis,300,-330,Aspis,"-330.0,300.0",
1727,"17.0, 31.0, 18.0, 32.0",charax,300,-330,Charax,"-330.0,300.0",
1728,"17.0, 31.0, 18.0, 32.0",iscina,640,-30, Iscina,"-30.0,640.0",
1729,"17.0, 31.0, 18.0, 32.0",scina,640,-30, Scina,"-30.0,640.0",
1735,"17.336685, 31.076315, 17.336685, 31.076315",eperos,640,-30,Eperos,"-30.0,640.0",
1736,"17.336685, 31.076315, 17.336685, 31.076315",opiros,640,-30,Opiros,"-30.0,640.0",
1737,"17.336685, 31.076315, 17.336685, 31.076315",oisporis,640,-30,Oisporis,"-30.0,640.0",
1739,"16.0, 31.0, 17.0, 32.0",macomades,640,-30,Macomades,"-30.0,640.0",
1746,"19.0, 30.0, 20.0, 31.0",kozynthion-akra,300,-330,Kozynthion Akra,"-330.0,300.0",
1747,"19.0, 30.0, 20.0, 31.0",zozynthion,300,-330,Zozynthion,"-330.0,300.0",
1751,"19.0, 30.0, 20.0, 31.0",makatoutai,300,-30,Makatoutai,"-30.0,300.0",
1752,"19.0, 30.0, 20.0, 31.0",maketai,640,300,Maketai,"300.0,640.0",
1756,"16.0, 31.0, 17.0, 32.0",muducivvi,300,-30,Muducivvi,"-30.0,300.0",
1758,"15.0, 31.0, 16.0, 32.0",praetorium,640,-30,Praetorium,"-30.0,640.0",
1762,"17.0, 31.0, 18.0, 32.0",seli,300,-30,Seli,"-30.0,300.0",
1772,"18.068427, 30.792652, 18.068427, 30.792652",zacazama,640,-30,Zacazama,"-30.0,640.0",
1773,"18.068427, 30.792652, 18.068427, 30.792652",zagazaena,640,-30,Zagazaena,"-30.0,640.0",
1774,"18.068427, 30.792652, 18.068427, 30.792652",sacazama,640,-30,Sacazama,"-30.0,640.0",
1775,"16.0, 31.0, 17.0, 32.0",zamucii,300,-30,Zamucii,"-30.0,300.0",
1791,"21.0, 32.0, 22.0, 33.0",araraukeles,300,-30,Araraukeles,"-30.0,300.0",
1802,"20.0, 32.0, 21.0, 33.0",auschisai,640,-550,Auschisai,"-550.0,640.0",
1806,"20.0, 32.0, 21.0, 33.0",bakales,-30,-550,Bakales,"-550.0,-30.0",
1810,"20.0, 32.0, 21.0, 33.0",barkitai,640,-30,Barkitai,"-30.0,640.0",
1811,"20.0, 32.0, 21.0, 33.0",bakatae,640,-30,Bakatae,"-30.0,640.0",
1815,"19.0, 31.0, 20.0, 32.0",Boreion-Pr,300,-30,Boreion Pr.,"-30.0,300.0",
1816,"19.0, 31.0, 20.0, 32.0",bryon-aigialos,300,-30,Bryon Aigialos,"-30.0,300.0",
1841,"20.091198, 32.109789, 20.091198, 32.109789",euesperides,300,-750,Euesperides,"-750.0,300.0",
1842,"20.091198, 32.109789, 20.091198, 32.109789",euesperites,300,-750,Euesperites,"-750.0,300.0",
1843,"20.091198, 32.109789, 20.091198, 32.109789",euesperidas,-330,-550,Euesperides,"-550.0,-330.0",
1844,"19.0, 31.0, 20.0, 32.0",gnade,640,-30,Gnade,"-30.0,640.0",
1845,"19.0, 31.0, 20.0, 32.0",gindanes,640,-30,Gindanes,"-30.0,640.0",
1850,"20.0, 32.0, 21.0, 33.0",hesperidum-horti,-30,-550,Hesperidum Horti,"-550.0,-30.0",
1861,"20.0, 32.0, 21.0, 33.0",lathon,300,-330,Lathon,"-330.0,300.0",
1862,"20.0, 32.0, 21.0, 33.0",leton,300,-330,Leton,"-330.0,300.0",
1863,"20.0, 32.0, 21.0, 33.0",lethe,300,-330,Lethe,"-330.0,300.0",
1864,"21.0, 32.0, 22.0, 33.0",lesanikoi,300,-30,Lesanikoi,"-30.0,300.0",
1865,"21.0, 32.0, 22.0, 33.0",laganikoi,300,-30,Laganikoi,"-30.0,300.0",
1868,"22.504054, 32.586613, 22.504054, 32.586613",marandis,640,-30,Marandis,"-30.0,640.0",
1869,"22.504054, 32.586613, 22.504054, 32.586613",mandis,640,-30,Mandis,"-30.0,640.0",
1870,"22.504054, 32.586613, 22.504054, 32.586613",arimantos-kome,300,-30,Arimantos Kome,"-30.0,300.0",
1880,"20.0, 32.0, 21.0, 33.0",pentapolis,640,-30,Pentapolis,"-30.0,640.0",
1881,"20.0, 32.0, 21.0, 33.0",regio-pentapolitana,640,-30,Regio Pentapolitana,"-30.0,640.0",
1886,"23.0, 32.0, 24.0, 33.0",plateia,640,-750,Plateia,"-750.0,640.0",
1962,"9.0, 45.5, 9.5, 46.0",addua,640,-30,Addua,"-30.0,640.0",
1966,"7.0, 45.0, 7.5, 45.5",ad-fines,640,-30,Ad Fines,"-30.0,640.0",
1967,"10.5, 45.0, 11.0, 45.5",ad-flexum,640,-30,Ad Flexum,"-30.0,640.0",
1968,"10.5, 45.0, 11.0, 45.5",sermione-mansio,640,-30,Sermione Mansio,"-30.0,640.0",
1971,"9.491255, 44.238283, 9.491255, 44.238283",ad-monilia,640,-30,Ad Monilia,"-30.0,640.0",
1972,"9.491255, 44.238283, 9.491255, 44.238283",ad-munilia,640,-30,Ad Munilia,"-30.0,640.0",
1973,"9.491255, 44.238283, 9.491255, 44.238283",ammonilia,640,-30,Ammonilia,"-30.0,640.0",
1983,"8.5, 45.0, 9.0, 45.5",agunia,640,-30,Agunia,"-30.0,640.0",
1984,"8.5, 44.0, 9.0, 44.5",alba-docilia,640,-30,Alba Docilia,"-30.0,640.0",
1986,"8.5, 45.0, 9.0, 45.5",aliana,640,-30,Aliana,"-30.0,640.0",
1987,"7.5, 45.0, 8.0, 45.5",amalune,640,-30,Amalune,"-30.0,640.0",
1988,"9.0, 45.0, 9.5, 45.5",anamares,300,-330,Anamares,"-330.0,300.0",
1989,"9.0, 45.0, 9.5, 45.5",anamari,300,-330,Anamari,"-330.0,300.0",
1990,"9.0, 45.0, 9.5, 45.5",anares,300,-330,Anares,"-330.0,300.0",
1992,"9.5, 45.5, 10.0, 46.0",anesiates,640,-30,Anesiates,"-30.0,640.0",
2006,"9.0, 45.5, 9.5, 46.0",ausuciates,640,-30,Ausuciates,"-30.0,640.0",
2009,"10.5, 45.5, 11.0, 46.0",belounoi,300,-330,Belounoi,"-330.0,300.0",
2010,"10.5, 45.5, 11.0, 46.0",benacenses,300,-330,Benacenses,"-330.0,300.0",
2011,"10.5, 45.5, 11.0, 46.0",Benacus-L,640,-30,Benacus L.,"-30.0,640.0",
2016,"7.0, 44.5, 7.5, 45.0",binbelli,300,-330,Binbelli,"-330.0,300.0",
2017,"9.5, 44.0, 10.0, 44.5",boakias,640,-30,Boakias,"-30.0,640.0",
2020,"8.0, 45.0, 8.5, 45.5",bodincus,300,-330,Bodincus,"-330.0,300.0",
2026,"9.0, 45.5, 9.5, 46.0",bromanenses,640,-30,Bromanenses,"-30.0,640.0",
2029,"10.0, 45.5, 10.5, 46.0",camunni,640,-330,Camunni,"-330.0,640.0",
2035,"9.5, 45.0, 10.0, 45.5",cenomani,300,-330,Cenomani,"-330.0,300.0",
2039,"10.0, 45.5, 10.5, 46.0",civitas-camunnorum,640,-30,Civitas Camunnorum,"-30.0,640.0",
2041,"9.5, 45.0, 10.0, 45.5",clenna,640,-30,Clenna,"-30.0,640.0",
2042,"10.0, 45.0, 10.5, 45.5",clesus,640,300,Clesus,"300.0,640.0",
2043,"10.0, 45.0, 10.5, 45.5",cleusis,640,300,Cleusis,"300.0,640.0",
2046,"9.0, 45.5, 9.5, 46.0",comacina,640,300,[Comacina],"300.0,640.0",
2057,"7.0, 45.5, 7.5, 46.0",duria-bautica,640,-30,Duria Bautica,"-30.0,640.0",
2058,"7.0, 45.5, 7.5, 46.0",duria,640,-30,Duria,"-30.0,640.0",
2059,"7.0, 45.5, 7.5, 46.0",dourias-potamos,300,-30,Dourias potamos,"-30.0,300.0",
2060,"7.5, 45.0, 8.0, 45.5",duria,640,300,Duria,"300.0,640.0",
2062,"10.0, 45.5, 10.5, 46.0",edrani,640,-30,Edrani,"-30.0,640.0",
2067,"9.0, 45.5, 9.5, 46.0",Eupilis-L,640,-30,Eupilis L.,"-30.0,640.0",
2068,"8.5, 44.0, 9.0, 44.5",fertor,640,-30,Fertor,"-30.0,640.0",
2070,"10.0, 44.5, 10.5, 45.0",name.2015-08-26.5284233880,300,-30,Phidentia,"-30.0,300.0",
2077,"10.0, 44.5, 10.5, 45.0",forum-novum,640,-30,Forum Novum,"-30.0,640.0",
2078,"7.374977, 44.785652, 7.374977, 44.785652",forum-vibii,640,-330,Forum Vibii,"-330.0,640.0",
2079,"7.374977, 44.785652, 7.374977, 44.785652",Forum-Vibii-Cabur,640,-330,Forum Vibii Cabur…,"-330.0,640.0",
2080,"7.374977, 44.785652, 7.374977, 44.785652",forum-vibii-cabur,640,-330,Forum Vibii Cabur,"-330.0,640.0",
2082,"10.0, 44.0, 10.5, 44.5",gabellus,300,-30,Gabellus,"-30.0,300.0",
2083,"10.0, 44.0, 10.5, 44.5",secia,640,-30,Secia,"-30.0,640.0",
2085,"9.0, 45.5, 9.5, 46.0",gallianates,640,-30,Gallianates,"-30.0,640.0",
2086,"10.0, 45.5, 10.5, 46.0",gennanates,640,-30,Gennanates,"-30.0,640.0",
2091,"9.5, 44.5, 10.0, 45.0",hadra,640,-30,Hadra,"-30.0,640.0",
2095,"8.0, 45.0, 8.5, 45.5",iadatini,300,-330,Iadatini,"-330.0,300.0",
2096,"7.0, 45.0, 7.5, 45.5",iemerii,300,-330,Iemerii,"-330.0,300.0",
2098,"10.0, 44.5, 10.5, 45.0",incia,640,-30,Incia,"-30.0,640.0",
2103,"8.5, 44.5, 9.0, 45.0",ioventio-mons,640,-30,Ioventio Mons,"-30.0,640.0",
2104,"9.0, 44.5, 9.5, 45.0",iria,640,-30,Iria,"-30.0,640.0",
2106,"8.5, 44.5, 9.0, 45.0",iria,640,-30,Iria,"-30.0,640.0",
2107,"8.5, 44.5, 9.0, 45.0",ira,640,-30,Ira,"-30.0,640.0",
2109,"8.5, 45.0, 9.0, 45.5",laevi,300,-330,Laevi,"-330.0,300.0",
2111,"9.0, 45.5, 9.5, 46.0",lambrus,640,-30,Lambrus,"-30.0,640.0",
2112,"8.5, 44.0, 9.0, 44.5",langenses,300,-330,Langenses,"-330.0,300.0",
2113,"8.5, 45.0, 9.0, 45.5",langobardi,640,300,Langobardi,"300.0,640.0",
2123,"8.0, 45.0, 8.5, 45.5",libicii,300,-330,Libicii,"-330.0,300.0",
2125,"8.5, 44.5, 9.0, 45.0",liguria,640,-750,Liguria,"-750.0,640.0",
2127,"9.0, 44.5, 9.5, 45.0",litubium,-30,-330,Litubium,"-330.0,-30.0",
2128,"7.0, 44.5, 7.5, 45.0",maielli,300,-330,Maielli,"-330.0,300.0",
2131,"8.5, 45.0, 9.0, 45.5",marici,300,-330,Marici,"-330.0,300.0",
2136,"10.0, 45.0, 10.5, 45.5",mella,640,-30,Mella,"-30.0,640.0",
2137,"10.5, 45.0, 11.0, 45.5",mincius,640,-30,Mincius,"-30.0,640.0",
2141,"8.5, 45.5, 9.0, 46.0",montunates,640,-30,Montunates,"-30.0,640.0",
2146,"9.5, 44.5, 10.0, 45.0",nure,640,-30,Nure,"-30.0,640.0",
2148,"9.5, 45.5, 10.0, 46.0",ollius,640,-30,Ollius,"-30.0,640.0",
2149,"8.5, 45.5, 9.0, 46.0",olonna,640,-30,Olonna,"-30.0,640.0",
2151,"9.5, 45.5, 10.0, 46.0",orumbovii,300,-330,Orumbovii,"-330.0,300.0",
2152,"9.5, 45.5, 10.0, 46.0",orobii,300,-330,Orobii,"-330.0,300.0",
2154,"9.0, 44.5, 9.5, 45.0",pagus-ambitrebius,300,-30,Pagus Ambitrebius,"-30.0,300.0",
2155,"10.5, 45.5, 11.0, 46.0",pagus-arusnatium,300,-30,Pagus Arusnatium,"-30.0,300.0",
2156,"10.5, 45.5, 11.0, 46.0",arusnates,300,-30,Arusnates,"-30.0,300.0",
2157,"10.0, 45.0, 10.5, 45.5",pagus-farraticanus,300,-30,Pagus Farraticanus,"-30.0,300.0",
2158,"9.0, 45.5, 9.5, 46.0",pagus-fortunensis,300,-30,Pagus Fortunensis,"-30.0,300.0",
2159,"9.0, 44.5, 9.5, 45.0",pagus-luras,300,-30,Pagus Luras,"-30.0,300.0",
2160,"9.5, 44.5, 10.0, 45.0",pagus-salutaris,300,-30,Pagus Salutaris,"-30.0,300.0",
2161,"10.327967, 44.801507, 10.327967, 44.801507",parma,640,-30,Parma,"-30.0,640.0",
2162,"10.327967, 44.801507, 10.327967, 44.801507",name.2015-03-27.2098680968,300,-30,Parma,"-30.0,300.0",
2163,"10.327967, 44.801507, 10.327967, 44.801507",name.2015-09-25.0124973896,300,-30,Colonia Julia Augusta Parma,"-30.0,300.0",
2166,"10.0, 44.5, 10.5, 45.0",parma,640,-30,Parma,"-30.0,640.0",
2176,"8.5, 44.0, 9.0, 44.5",porcibera,640,-30,Porcibera,"-30.0,640.0",
2177,"8.5, 44.0, 9.0, 44.5",procibera,640,-30,Procibera,"-30.0,640.0",
2189,"10.0, 45.5, 10.5, 46.0",sabini,300,-330,Sabini,"-330.0,300.0",
2190,"7.0, 45.5, 7.5, 46.0",salassi,300,-330,Salassi,"-330.0,300.0",
2198,"10.0, 45.5, 10.5, 46.0",Sebinnus-L,640,-30,Sebinnus L.,"-30.0,640.0",
2200,"9.396776, 44.273159, 9.396776, 44.273159",segesta-tigulliorum,640,-30,Segesta Tigulliorum,"-30.0,640.0",
2201,"9.396776, 44.273159, 9.396776, 44.273159",segesta,640,-30,Segesta,"-30.0,640.0",
2202,"9.396776, 44.273159, 9.396776, 44.273159",tigullia,300,-30,Tigullia,"-30.0,300.0",
2203,"8.5, 45.0, 9.0, 45.5",sesites,640,-30,Sesites,"-30.0,640.0",
2204,"9.5, 44.5, 10.0, 45.0",sesterrio,640,-30,[Sesterrio],"-30.0,640.0",
2210,"10.5, 45.5, 11.0, 46.0",stoeni,300,-330,Stoeni,"-330.0,300.0",
2211,"7.0, 45.0, 7.5, 45.5",stura,640,-30,Stura,"-30.0,640.0",
2212,"7.0, 44.0, 7.5, 44.5",stura,300,-30,Stura,"-30.0,300.0",
2213,"8.5, 45.5, 9.0, 46.0",subinates,640,-30,Subinates,"-30.0,640.0",
2216,"9.5, 44.0, 10.0, 44.5",tarus,640,-30,Tarus,"-30.0,640.0",
2217,"7.5, 45.0, 8.0, 45.5",taurini,300,-330,Taurini,"-330.0,300.0",
2225,"9.0, 44.5, 9.5, 45.0",tidone,640,-30,Tidone,"-30.0,640.0",
2226,"8.0, 45.0, 8.5, 45.5",transpadana,640,-30,Transpadana,"-30.0,640.0",
2227,"9.5, 45.0, 10.0, 45.5",trebia,640,-330,Trebia,"-330.0,640.0",
2233,"10.0, 45.5, 10.5, 46.0",trumpilini,300,-330,Trumpilini,"-330.0,300.0",
2234,"10.0, 45.5, 10.5, 46.0",trumplini,300,-330,Trumplini,"-330.0,300.0",
2238,"8.0, 45.0, 8.5, 45.5",vardacate,640,-30,Vardacate,"-30.0,640.0",
2239,"8.5, 44.5, 9.0, 45.0",veiturii,300,-330,Veiturii,"-330.0,300.0",
2240,"8.5, 44.5, 9.0, 45.0",viturii,300,-330,Viturii,"-330.0,300.0",
2243,"7.0, 44.5, 7.5, 45.0",venisami,300,-330,Venisami,"-330.0,300.0",
